City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
548,nemuro,JP,64.83,overcast clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
550,porosozero,RU,37.36,broken clouds,62.7191,32.727,Porosozero
551,baza,ES,63.41,clear sky,37.4907,-2.7726,Pensión Ronda
552,sitka,US,47.79,light rain,57.0531,-135.33,Westmark Sitka
553,genhe,CN,58.78,few clouds,50.7833,121.5167,Companionship Hotel
554,bilibino,RU,37.38,broken clouds,68.0546,166.4372,Gostinitsa Severyanka
556,santa maria,BR,54.7,clear sky,-29.6842,-53.8069,Hotel Morotin
558,necochea,AR,53.04,clear sky,-38.5473,-58.7368,dyd -mar Hotel
563,tigil,RU,55.38,overcast clouds,57.8,158.6667,Tigil'
565,san-pedro,CI,73.71,light rain,4.7485,-6.6363,Hotel Maria
566,palaikastron,GR,74.35,clear sky,35.2,26.25,Marina Village
567,tafresh,IR,71.73,clear sky,34.692,50.013,هتل یاس سفید
571,khandbari,NP,70.39,overcast clouds,27.3747,87.2039,Sainik Hotel And Lodge
572,sandwick,GB,57.02,overcast clouds,60.0,-1.25,Beach House Self-Catering Accomodation
574,shelburne,CA,60.69,clear sky,44.0787,-80.2041,The Retreat at the Farm
578,port macquarie,AU,67.96,clear sky,-31.4333,152.9167,Rydges Port Macquarie
582,taonan,CN,74.77,clear sky,45.3333,122.7833,Makro Hotel
586,melong,CM,66.67,overcast clouds,5.1218,9.9614,Hôtel de melong
590,iguape,BR,64.98,light rain,-24.7081,-47.5553,Hotel Pousada Nossa Senhora do Carmo
591,terrace bay,CA,67.62,overcast clouds,48.7834,-87.1,Drifters Motel & Restaurant
593,kirksville,US,67.05,clear sky,40.1948,-92.5833,Budget Host-Village Inn
596,novyy urengoy,RU,40.15,overcast clouds,66.0833,76.6333,Apartments Moy Dom na Gubkina
600,solnechnyy,RU,66.47,clear sky,50.7214,136.6319,Hotel complex Pastoral
602,mandiana,GN,71.31,broken clouds,10.6333,-8.6833,Motels rouzo
605,gualeguay,AR,50.72,clear sky,-33.1416,-59.3097,Cabañas Nuestro Refugio
611,bastia,FR,75.0,clear sky,42.6667,9.3333,Hotel Santa Maria
612,slave lake,CA,46.38,broken clouds,55.2834,-114.769,Super 8 by Wyndham Slave Lake AB
616,sistranda,NO,53.91,overcast clouds,63.7256,8.834,Hotell Frøya
617,diosjeno,HU,67.48,light rain,47.9397,19.0432,Békástó Panzió
618,nara,JP,74.57,light rain,34.6851,135.8049,Guesthouse Nara Komachi
621,beeskow,DE,60.19,overcast clouds,52.1667,14.25,AWO Jugend- und Erlebnishof Beeskow
622,gasa,PS,73.38,clear sky,31.5,34.4667,رابطة الفنانين الفلسطينيين
623,aqtobe,KZ,48.29,clear sky,50.2797,57.2072,"Gostinitsa ""Ilek"" G. Aktobe"
624,jumla,NP,63.52,overcast clouds,29.2747,82.1838,"अन्नी घर, जुम्ला - Anni Ghar"
630,polyarnyy,RU,37.87,overcast clouds,69.1989,33.4478,Hotel Tatyana
631,klin,RU,41.31,overcast clouds,56.3333,36.7333,MiniHotel Na Sovetskoy
632,saint-francois,FR,57.47,clear sky,46.4154,3.9054,Manoir Du Bonheur
633,sangmelima,CM,67.5,light rain,2.9333,11.9833,gamestar hotel
635,ostersund,SE,41.45,overcast clouds,63.1792,14.6357,Best Western Hotel Gamla Teatern
636,guerrero negro,MX,69.96,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
637,golpayegan,IR,71.26,clear sky,33.4537,50.2884,Golpayegan Tourist Hotel
638,terre haute,US,72.97,overcast clouds,39.4667,-87.4139,Drury Inn & Suites Terre Haute
640,sovetskiy,RU,38.57,overcast clouds,61.3614,63.5842,Apartment on Kievskaya 29
641,invermere,CA,43.11,few clouds,50.5167,-116.0354,Copper Point Resort
644,stadthagen,DE,58.05,broken clouds,52.3233,9.2031,Stadthotel Gerbergasse
645,pangody,RU,40.37,overcast clouds,65.85,74.4859,Elizaveta Shevchuk's House
646,gull lake,CA,48.56,overcast clouds,50.1001,-108.4847,Campbell's Accommodations
647,santa cruz,BO,65.66,clear sky,-17.8,-63.1667,Aviador Hotel Boutique
648,mujiayingzi,CN,69.12,clear sky,42.1167,118.7833,Jinjiang Hotel
649,torbay,CA,58.57,scattered clouds,47.6666,-52.7314,Gallows Cove
650,deputatskiy,RU,42.71,overcast clouds,69.3,139.9,Baza Otdykha
651,rio gallegos,AR,33.85,fog,-51.6226,-69.2181,Hotel Santa Cruz
652,smolenka,RU,55.47,overcast clouds,52.1352,113.4974,Russkaya Usadba v Zarechye
653,talara,PE,65.57,scattered clouds,-4.5772,-81.2719,Hostal Oro Negro
654,skelleftea,SE,41.36,overcast clouds,64.7507,20.9528,Quality Hotel Skellefteå Stadshotell
655,san vicente,AR,58.93,light rain,-26.6167,-54.1333,Complejo Turístico Farelluk
656,sechura,PE,63.82,clear sky,-5.5569,-80.8222,Hospedaje Costa Bella
658,boueni,YT,71.58,few clouds,-12.9025,45.0761,The feet in water
659,yar-sale,RU,40.84,overcast clouds,66.8333,70.8333,Yalemd
660,fairview,US,72.72,overcast clouds,40.8126,-73.999,Homewood Suites by Hilton Edgewater-NYC Area
661,kamennogorsk,RU,41.81,broken clouds,60.9545,29.1339,"Serafima, Gostinitsa"
662,hualmay,PE,60.48,few clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
663,lima,PE,58.14,overcast clouds,-12.0432,-77.0282,Gran Hotel Bolivar Lima
664,poum,NC,70.88,clear sky,-20.2333,164.0167,Gîte kajeon
665,yuncheng,CN,67.03,light rain,35.0231,110.9928,晋州快捷酒店
666,lunca cernii de jos,RO,59.79,overcast clouds,45.6333,22.6167,Hanul Lupilor
668,namwala,ZM,68.81,few clouds,-15.7504,26.4384,Corner Point Lodge
669,kingisepp,RU,35.89,overcast clouds,59.3733,28.6134,Narva
671,siniscola,IT,74.75,overcast clouds,40.5719,9.6922,Hotel Sa Tanca E Bore
